post_id,video_duration_min,avg_view_duration_sec,avg_view_percentage,subscribers_gained,ctr_percentage,impressions,likes,comments,shares,engagement_rate,estimated_views,traffic_source,content_category,viral_actual,viral_predicted,viral_probability,Feature_Name,Importance_Value,Model_Metric_Name,Model_Metric_Value
YT0001063,34.49,263,12.71,143,0.51,1889970,32084,897,1538,0.0183,9639,Search,Tech,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0001064,17.1,167,16.28,402,12.47,842981,82590,1427,1233,0.1011,105120,Suggested,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001065,38.7,1049,45.18,659,4.99,465160,27440,7731,2079,0.0801,23211,Browse,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001066,27.57,1135,68.61,136,12.96,1699974,2480,2177,2419,0.0042,220317,Search,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001067,16.59,969,97.35,376,29.51,1002487,57333,4802,2631,0.0646,295834,Notifications,Sports,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0001068,37.54,2181,96.83,54,13.92,1443693,37769,546,1473,0.0276,200962,Channel Page,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001069,27.06,730,44.96,60,13.32,1972195,8672,3254,1927,0.007,262696,External,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001070,47.72,1794,62.66,72,6.47,759861,91272,4012,97,0.1255,49163,External,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001071,57.71,1177,33.99,311,10.22,1075816,95101,3028,474,0.0917,109948,Channel Page,Education,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0001072,18.85,904,79.93,169,12.31,1306410,41656,6245,1471,0.0378,160819,Channel Page,Vlog,0,0,0.27,Not Applied,0.0,Not Applied,0.0
YT0001073,6.61,294,74.13,155,11.59,931533,66440,7189,1487,0.0806,107965,Shorts Feed,Comedy,0,0,0.07,Not Applied,0.0,Not Applied,0.0
YT0001074,54.16,2902,89.3,517,6.96,1289214,98385,6645,1281,0.0825,89729,Suggested,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001075,41.64,2083,83.37,598,0.61,1101756,32606,3147,2798,0.035,6721,Search,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001076,53.24,1398,43.76,263,18.96,1053940,84007,2387,1888,0.0838,199827,Playlist,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001077,36.14,1539,70.97,545,28.14,559472,19317,3601,82,0.0411,157435,Search,Education,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001078,35.53,562,26.36,534,26.78,435904,88490,4920,1844,0.2185,116735,Shorts Feed,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001079,48.77,2854,97.53,596,6.33,853268,80844,8000,272,0.1044,54012,Shorts Feed,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001080,14.56,836,95.7,590,9.59,608301,69962,1241,845,0.1184,58336,Channel Page,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001081,43.63,442,16.88,222,8.07,1403423,21910,123,2831,0.0177,113256,Search,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001082,55.2,1249,37.71,370,3.4,493352,14409,3148,1660,0.039,16774,Channel Page,Tech,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0001083,21.21,1186,93.2,620,25.66,137787,51571,470,2152,0.3933,35356,Suggested,Education,0,0,0.1,Not Applied,0.0,Not Applied,0.0
YT0001084,29.19,178,10.16,127,16.59,1558220,75866,5542,821,0.0528,258509,Suggested,Comedy,0,0,0.02894736842105263,Not Applied,0.0,Not Applied,0.0
YT0001085,8.92,481,89.87,442,0.45,642448,70994,299,2956,0.1156,2891,Search,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001086,8.21,229,46.49,604,6.22,1025419,78761,5538,2694,0.0848,63781,Suggested,News,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001087,17.46,322,30.74,150,5.68,852186,14381,7884,2357,0.0289,48404,Browse,Reacts,0,0,0.31,Not Applied,0.0,Not Applied,0.0
YT0001088,35.18,770,36.48,278,0.18,441729,93817,1655,1750,0.2201,795,Search,Comedy,0,0,0.27,Not Applied,0.0,Not Applied,0.0
YT0001089,51.71,456,14.7,526,29.86,301899,42401,893,2528,0.1518,90147,Shorts Feed,Education,0,0,0.17,Not Applied,0.0,Not Applied,0.0
YT0001090,15.9,125,13.1,84,19.66,1456175,59907,3597,2693,0.0455,286284,Suggested,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001091,11.77,119,16.85,428,29.29,217357,8851,7184,1959,0.0828,63664,Channel Page,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001092,44.97,365,13.53,420,11.79,1789750,13766,886,773,0.0086,211012,Shorts Feed,Education,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001093,23.28,655,46.89,102,1.87,973092,47556,2494,2352,0.0539,18197,Browse,Reacts,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0001094,10.1,537,88.61,301,23.53,1200475,3003,498,272,0.0031,282472,Search,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001095,33.25,1335,66.92,671,22.76,817241,18434,2977,2085,0.0288,186004,Search,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001096,18.47,648,58.47,144,29.24,1222184,52357,2774,949,0.0459,357367,Playlist,Music,1,1,0.66,Not Applied,0.0,Not Applied,0.0
YT0001097,1.74,27,25.86,660,15.14,1815784,46760,5330,2429,0.03,274910,Suggested,Education,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0001098,8.7,222,42.53,489,14.56,1158970,16463,5566,2411,0.0211,168746,Notifications,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001099,33.0,1280,64.65,3,16.6,1678152,30468,4900,801,0.0216,278573,Search,Music,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001100,15.6,565,60.36,131,8.67,172302,66922,1357,1683,0.406,14939,Playlist,Education,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001101,53.51,671,20.9,539,4.26,1552622,86341,3499,2141,0.0592,66142,Notifications,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001102,47.01,837,29.67,146,16.28,1125315,72140,7994,2972,0.0739,183201,Notifications,Vlog,0,0,0.23,Not Applied,0.0,Not Applied,0.0
YT0001103,43.18,266,10.27,646,27.36,731952,78933,5297,314,0.1155,200262,Search,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001104,48.14,2708,93.75,121,1.99,343507,73266,7742,2990,0.2445,6836,Notifications,Sports,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0001105,26.41,731,46.13,174,21.08,901207,99408,2510,1014,0.1142,189974,Channel Page,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001106,38.1,1044,45.67,235,22.53,1002180,47325,6045,2911,0.0562,225791,Shorts Feed,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001107,46.85,1828,65.03,422,18.01,256172,86995,3222,2514,0.362,46137,Channel Page,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001108,50.69,651,21.4,602,3.67,101511,66339,3818,1274,0.7037,3725,Channel Page,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001109,42.1,2165,85.71,624,13.06,136184,67820,1718,1521,0.5218,17786,Suggested,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001110,37.84,173,7.62,511,3.61,1527371,83242,1158,1504,0.0562,55138,External,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001111,20.1,87,7.21,226,0.65,828569,34442,4293,2355,0.0496,5386,Search,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001112,16.96,723,71.05,90,15.55,391460,93981,337,1676,0.2452,60872,Browse,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001113,50.7,1984,65.22,606,4.01,920163,65350,703,242,0.072,36899,Browse,Education,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0001114,6.37,85,22.24,510,16.65,25201,47047,2955,194,1.9918,4196,Notifications,News,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0001115,19.32,375,32.35,79,13.7,1801441,86505,6625,1931,0.0528,246797,Notifications,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001116,31.24,1512,80.67,545,13.2,352968,61297,4881,2967,0.1959,46592,Search,Vlog,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001117,38.5,1507,65.24,632,9.88,1782091,55537,6750,1827,0.036,176071,Browse,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001118,1.55,30,32.26,251,14.24,1413073,74308,7150,982,0.0583,201222,Notifications,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001119,16.01,472,49.14,109,1.36,356605,40919,3203,1295,0.1274,4850,Search,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001120,15.98,149,15.54,462,20.09,222915,85315,3517,936,0.4027,44784,Playlist,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001121,31.21,964,51.48,445,5.46,898483,61953,7806,2645,0.0806,49057,Shorts Feed,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001122,13.08,688,87.67,190,14.46,1915990,20978,3874,1131,0.0136,277052,Channel Page,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001123,48.99,1560,53.07,415,26.44,168578,46570,745,10,0.2807,44572,Notifications,Comedy,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0001124,2.33,37,26.47,384,13.9,1719685,90692,5088,2218,0.057,239036,Playlist,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001125,11.68,585,83.48,115,2.17,227966,1985,4334,2509,0.0387,4947,Notifications,Education,0,0,0.22,Not Applied,0.0,Not Applied,0.0
YT0001126,50.78,313,10.27,605,26.47,178886,76789,3918,849,0.4559,47351,Channel Page,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001127,20.5,439,35.69,643,24.64,537215,49153,725,2714,0.0979,132370,Browse,Comedy,0,0,0.05,Not Applied,0.0,Not Applied,0.0
YT0001128,42.85,1172,45.59,573,26.43,1783418,24160,7855,1230,0.0186,471357,External,News,1,1,0.96,Not Applied,0.0,Not Applied,0.0
YT0001129,39.97,2387,99.53,603,10.02,1479328,96184,7662,2905,0.0722,148229,Shorts Feed,Gaming,0,1,0.6,Not Applied,0.0,Not Applied,0.0
YT0001130,19.13,528,46.0,502,22.66,498776,20545,6570,2712,0.0598,113023,External,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001131,32.45,717,36.83,46,24.37,1333153,15615,341,2037,0.0135,324889,Browse,Comedy,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001132,2.95,36,20.34,446,6.15,727051,1775,7969,2133,0.0163,44714,Search,News,0,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0001133,17.84,610,56.99,442,1.71,1917289,39910,1356,1306,0.0222,32786,Playlist,Comedy,0,0,0.05,Not Applied,0.0,Not Applied,0.0
YT0001134,35.67,543,25.37,324,21.17,121151,22847,6590,1103,0.2521,25648,Channel Page,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001135,14.68,540,61.31,142,9.16,1297307,548,5230,446,0.0048,118833,Suggested,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001136,59.46,1843,51.66,553,16.74,1383084,5903,4572,258,0.0078,231528,External,Music,0,0,0.14,Not Applied,0.0,Not Applied,0.0
YT0001137,4.57,267,97.37,25,8.56,1543264,59576,3928,2500,0.0428,132103,Playlist,Reacts,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001138,23.68,657,46.24,344,11.73,1587988,4048,3350,1993,0.0059,186271,Browse,Education,0,0,0.15,Not Applied,0.0,Not Applied,0.0
YT0001139,24.86,515,34.53,517,26.5,1042255,93178,6705,1611,0.0974,276198,Notifications,Music,0,0,0.26,Not Applied,0.0,Not Applied,0.0
YT0001140,12.89,305,39.44,664,10.91,234397,95257,897,421,0.412,25573,Browse,Tech,0,0,0.17,Not Applied,0.0,Not Applied,0.0
YT0001141,25.31,1134,74.67,396,16.42,334892,10921,7767,2724,0.0639,54989,Search,Reacts,0,0,0.16,Not Applied,0.0,Not Applied,0.0
YT0001142,20.14,733,60.66,14,21.74,174493,49663,5485,2626,0.3311,37935,Channel Page,Music,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0001143,53.9,2038,63.02,545,1.72,125822,69851,2576,2950,0.5991,2164,Suggested,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001144,6.52,33,8.44,622,5.6,124191,75108,231,878,0.6137,6955,External,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001145,5.7,8,2.34,697,12.24,1390946,31111,6169,2022,0.0283,170252,Playlist,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001146,28.81,1548,89.55,247,20.72,1252715,84532,4384,298,0.0712,259563,External,Comedy,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0001147,45.02,1878,69.52,480,8.58,1641594,18534,239,1306,0.0122,140849,Channel Page,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001148,37.57,1434,63.61,521,25.51,1099807,65186,5277,2035,0.0659,280561,External,Gaming,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0001149,10.04,530,87.98,581,19.49,1453353,75356,7853,246,0.0574,283258,Channel Page,News,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001150,54.29,2008,61.64,507,14.92,703040,30935,5841,2546,0.0559,104894,Notifications,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001151,10.19,549,89.79,382,25.21,1313694,82365,7164,2726,0.0702,331182,Shorts Feed,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001152,3.95,11,4.64,438,5.62,1246881,86509,5316,2841,0.0759,70075,Search,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001153,18.34,800,72.7,40,20.48,60003,75642,3269,1652,1.3426,12289,Search,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001154,4.39,87,33.03,586,24.1,313915,82676,1308,2992,0.2771,75654,Shorts Feed,Sports,0,0,0.1,Not Applied,0.0,Not Applied,0.0
YT0001155,40.99,2016,81.97,450,26.34,849672,18602,5849,1132,0.0301,223804,Suggested,Education,0,1,0.56,Not Applied,0.0,Not Applied,0.0
YT0001156,44.8,2168,80.65,413,6.16,351371,7338,1674,2854,0.0338,21644,Playlist,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001157,1.05,5,7.94,574,16.67,620240,44212,5145,1332,0.0817,103394,Notifications,Tech,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0001158,6.43,304,78.8,663,21.11,973341,51220,3324,895,0.057,205472,External,News,0,0,0.08,Not Applied,0.0,Not Applied,0.0
YT0001159,23.97,325,22.6,237,2.17,477555,63737,5018,969,0.146,10363,Suggested,Comedy,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0001160,39.94,1668,69.6,282,22.21,438082,96783,1842,2664,0.2312,97298,Notifications,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001161,12.79,374,48.74,8,21.09,1996673,49477,464,264,0.0251,421098,Search,Comedy,1,1,0.64,Not Applied,0.0,Not Applied,0.0
YT0001162,17.68,818,77.11,288,1.95,881151,97954,2669,2149,0.1166,17182,Notifications,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001163,8.42,172,34.05,389,7.42,962338,58260,2524,879,0.0641,71405,Channel Page,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001164,12.26,466,63.35,650,20.27,395505,34409,4241,2899,0.1051,80169,External,Gaming,0,1,0.6175478704598485,Not Applied,0.0,Not Applied,0.0
YT0001165,20.92,362,28.84,156,2.44,1164978,54814,664,1161,0.0486,28425,Playlist,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001166,26.83,1341,83.3,567,16.23,391808,42428,5134,2720,0.1283,63590,External,Education,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0001167,58.05,2873,82.49,330,24.87,1256537,99465,666,595,0.0802,312501,Suggested,Tech,0,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0001168,37.73,209,9.23,628,20.27,461654,57076,20,2029,0.1281,93577,Notifications,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001169,46.78,1678,59.78,302,5.26,607055,71079,714,366,0.1189,31931,Search,Education,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001170,22.37,1186,88.36,389,10.64,1799493,54055,3662,1001,0.0326,191466,Suggested,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001171,2.97,22,12.35,590,20.18,1139525,22661,1883,1710,0.023,229956,Browse,Comedy,0,1,0.67,Not Applied,0.0,Not Applied,0.0
YT0001172,58.68,2838,80.61,143,26.39,437476,79738,5958,2624,0.2019,115450,Notifications,Music,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0001173,42.02,2299,91.19,373,20.85,165563,47326,1646,801,0.3006,34520,Shorts Feed,News,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0001174,26.99,856,52.86,297,13.35,1337752,20116,3528,1572,0.0188,178590,Suggested,Reacts,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001175,8.1,160,32.92,18,1.43,211515,61725,5044,2682,0.3284,3025,Browse,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001176,59.68,201,5.61,454,6.53,1838385,43595,551,275,0.0242,120047,Browse,Reacts,0,0,0.19,Not Applied,0.0,Not Applied,0.0
YT0001177,18.05,562,51.89,185,10.47,91262,3706,1885,1130,0.0736,9555,External,Vlog,0,0,0.17,Not Applied,0.0,Not Applied,0.0
YT0001178,45.71,807,29.42,200,2.74,1814354,25913,6804,871,0.0185,49713,Channel Page,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001179,8.27,97,19.55,599,4.29,1694730,31467,7074,39,0.0228,72704,Suggested,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001180,13.09,76,9.68,134,8.24,594734,23619,6090,241,0.0504,49006,Search,Reacts,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0001181,41.3,1202,48.51,503,9.27,1167419,73382,6444,431,0.0687,108220,Notifications,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001182,5.06,162,53.36,172,7.12,901950,2639,1875,968,0.0061,64219,Shorts Feed,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001183,46.95,126,4.47,368,24.31,945496,95936,1345,1039,0.104,229850,Shorts Feed,News,0,0,0.1,Not Applied,0.0,Not Applied,0.0
YT0001184,56.83,140,4.11,677,11.21,1302173,18251,5467,2980,0.0205,145974,Playlist,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001185,25.42,443,29.05,47,29.92,471610,79352,7907,1821,0.1889,141106,External,Reacts,0,0,0.07,Not Applied,0.0,Not Applied,0.0
YT0001186,6.99,14,3.34,649,27.77,1278495,36749,4003,2759,0.034,355038,Playlist,Music,1,1,0.66,Not Applied,0.0,Not Applied,0.0
YT0001187,54.83,604,18.36,185,18.53,514800,64759,1986,1985,0.1335,95392,Playlist,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001188,44.6,1263,47.2,394,27.33,1668614,50511,6047,1088,0.0345,456032,External,News,1,1,0.95,Not Applied,0.0,Not Applied,0.0
YT0001189,32.84,214,10.86,276,8.79,1817446,87220,6893,2362,0.0531,159754,Shorts Feed,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001190,39.4,1057,44.71,628,20.46,1374225,24555,5637,2500,0.0238,281166,External,Sports,0,0,0.16,Not Applied,0.0,Not Applied,0.0
YT0001191,27.28,672,41.06,18,25.04,1497020,62742,4162,1084,0.0454,374854,Search,Sports,1,1,0.65,Not Applied,0.0,Not Applied,0.0
YT0001192,1.4,50,59.52,592,28.97,1480073,42031,282,255,0.0288,428777,Shorts Feed,News,1,1,0.66,Not Applied,0.0,Not Applied,0.0
YT0001193,8.02,366,76.06,172,14.6,136858,29431,5388,2190,0.2704,19981,Search,Gaming,0,0,0.17,Not Applied,0.0,Not Applied,0.0
YT0001194,38.03,1415,62.01,494,29.09,1244835,75019,6677,1879,0.0671,362123,External,Vlog,1,1,0.73,Not Applied,0.0,Not Applied,0.0
YT0001195,51.43,775,25.12,564,0.39,840007,19191,3494,1909,0.0293,3276,External,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001196,32.36,1771,91.21,344,22.98,1795312,33636,3348,1696,0.0215,412563,Browse,Comedy,1,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001197,28.9,1651,95.21,661,12.74,160400,91162,4470,2407,0.6112,20435,Browse,Reacts,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0001198,50.12,1329,44.19,352,0.11,814553,89307,1535,2831,0.115,896,Search,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001199,53.73,36,1.12,85,26.13,213536,36973,7996,1903,0.2195,55797,Channel Page,Reacts,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0001200,10.81,139,21.43,201,20.13,1117053,52955,2374,1899,0.0512,224863,Browse,Sports,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0001201,49.21,1618,54.8,624,8.28,1581953,77861,5997,1968,0.0543,130986,Shorts Feed,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001202,16.51,301,30.39,521,7.17,115656,76798,1454,338,0.6795,8293,Search,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001203,50.77,2540,83.38,294,23.97,767816,25432,4571,204,0.0393,184045,Playlist,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001204,42.81,883,34.38,560,26.55,561986,48127,7264,333,0.0992,149207,Browse,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001205,45.53,2580,94.44,307,12.03,720575,11294,2185,1067,0.0202,86685,Channel Page,Music,0,0,0.08,Not Applied,0.0,Not Applied,0.0
YT0001206,49.84,2966,99.18,30,17.35,1363080,552,4444,1340,0.0046,236494,Search,Sports,0,0,0.19,Not Applied,0.0,Not Applied,0.0
YT0001207,36.17,975,44.93,443,15.69,1698383,30143,6106,2276,0.0227,266476,Shorts Feed,Vlog,0,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0001208,12.04,445,61.6,74,23.0,582123,69213,378,1703,0.1225,133888,Search,Gaming,0,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0001209,58.91,1149,32.51,689,19.52,921283,18477,6548,1931,0.0293,179834,Search,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001210,45.12,495,18.28,568,26.83,444420,7225,5892,2228,0.0345,119238,Notifications,Comedy,0,0,0.14,Not Applied,0.0,Not Applied,0.0
YT0001211,43.09,1367,52.87,529,27.57,385461,92298,3331,198,0.2486,106272,Playlist,News,0,0,0.17,Not Applied,0.0,Not Applied,0.0
YT0001212,1.32,9,11.36,662,13.49,966006,14328,7261,761,0.0231,130314,Playlist,Comedy,0,0,0.05,Not Applied,0.0,Not Applied,0.0
YT0001213,10.34,311,50.13,483,9.49,1981096,62655,4956,2953,0.0356,188006,Notifications,Comedy,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001214,57.37,2543,73.88,670,26.04,1942034,47004,4472,2307,0.0277,505706,Browse,Sports,1,1,0.59,Not Applied,0.0,Not Applied,0.0
YT0001215,23.19,54,3.88,649,16.19,1183685,24468,1835,1712,0.0237,191639,Shorts Feed,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001216,22.63,79,5.82,23,18.94,1649091,46221,6774,2715,0.0338,312338,Shorts Feed,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001217,7.08,388,91.34,229,3.43,1491393,26036,3796,1500,0.021,51155,Browse,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001218,11.72,142,20.19,453,29.41,1876226,7854,4188,1658,0.0073,551798,Suggested,Gaming,1,1,0.54,Not Applied,0.0,Not Applied,0.0
YT0001219,6.93,88,21.16,633,16.6,884576,7748,6073,2697,0.0187,146840,Channel Page,Music,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0001220,46.42,1274,45.74,491,1.01,548077,95891,389,271,0.1762,5536,Channel Page,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001221,26.96,43,2.66,594,21.75,658014,5939,6721,1600,0.0217,143118,Suggested,Reacts,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001222,50.83,2504,82.1,148,16.84,88849,99430,6150,462,1.1935,14962,Search,Vlog,0,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0001223,3.1,49,26.34,326,1.18,749229,34052,7945,1970,0.0587,8841,External,Reacts,0,0,0.25,Not Applied,0.0,Not Applied,0.0
YT0001224,3.07,18,9.77,640,8.91,1564143,42103,5305,268,0.0305,139365,Channel Page,Education,0,0,0.08,Not Applied,0.0,Not Applied,0.0
YT0001225,37.84,69,3.04,303,23.79,860524,47403,7719,1201,0.0655,204719,Search,Comedy,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0001226,48.09,2765,95.83,554,8.29,859509,14164,1307,1666,0.0199,71253,Channel Page,Gaming,0,0,0.2,Not Applied,0.0,Not Applied,0.0
YT0001227,53.77,2900,89.89,355,5.63,1779795,2532,4854,2602,0.0056,100202,Notifications,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001228,1.42,81,95.07,218,12.17,244967,76518,7749,1365,0.3496,29812,Notifications,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001229,13.39,556,69.21,101,20.83,163761,59166,7514,144,0.4081,34111,Channel Page,Gaming,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0001230,9.58,568,98.82,187,2.94,950784,84178,2585,962,0.0923,27953,Channel Page,Comedy,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0001231,5.0,119,39.67,374,15.34,1474334,47105,2580,249,0.0339,226163,Channel Page,News,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001232,47.17,1757,62.08,330,16.13,773178,48339,2233,1928,0.0679,124714,Shorts Feed,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001233,23.62,344,24.27,365,17.38,1972227,17252,3572,2380,0.0118,342773,Shorts Feed,Education,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0001234,55.02,2513,76.12,273,18.48,339426,3625,5420,1006,0.0296,62726,Channel Page,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0001235,14.22,434,50.87,47,9.66,123901,45248,3739,1929,0.4109,11969,Browse,Tech,0,0,0.27,Not Applied,0.0,Not Applied,0.0
YT0001236,44.63,1783,66.58,238,20.9,1342735,37928,2900,123,0.0305,280632,Playlist,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
